label,text
Positive,Difahamkan BN nak gubal undang-undang dalam sidang parlimen bulan depan ini bagi mengekang berita palsu
Negative,"Kenyataan tersebut ternyata dibuat semata-mata untuk merendah-rendahkan golongan nelayan dan juga Menteri Pertanian dan Industri Asas Tani, Datuk Sri Ahmad Shabery Cheek yang selama ini berkerja keras untuk membantu dan meningkatkan pendapatan golongan nelayan"
Positive,Kami juga senada tentang potensi kemungkinan IS merekrut penyokong daripada kalangan pelarian dan mereka yang ditindas.
Positive,Saya akan mengemukakan bukti jika beliau terus memalsukan kebenaran.
Negative,"Kita satu Malaysia, bagaimana satu bangsa boleh jadi tuan dan bangsa lain pula kuli?"
Positive,Ia juga menjamin sekolah itu kekal relevan
Negative,merata-rata kita dengar cerita hospital kerajaan ketiadaan atau kehabisan ubat
Negative,"Berkaitan amalan kebebasan, ada yang berhujah bahawa hak untuk mengundi terangkum juga hak untuk tidak mengundi."
Positive,berasa terharu dan berterima kasih kepada rakyat Malaysia atas semangat yang ditunjukkan melalui derma tersebut.
Positive,Kerajaan Malaysia khususnya Kementerian Pengangkutan akan memastikan impian itu dipenuhi
Positive,Ini tindakan yang saya rasa tidak ganggu kerja kami.
Negative,Tukar kerajaan tidak semudah tukar kereta
Negative,"Pemakan dedak ini cuak, Bersatu akan gantikan Umno dan Pakatan Harapan berjaya menumbangkan BN sebab itu mereka usahakan pelbagai cara untuk menghalang pendaftaran parti"
Negative,Soal berita palsu ini bukan hanya merisaukan mereka daripada parti pemerintah tetapi juga mereka daripada parti pembangkang dan rakyat biasa
Negative,"Apabila saya merujuk peraturan mesyuarat 95A, ia tak menyebutkan bahawa laporan persempadanan itu tidak boleh dibawa keluar."
Negative,Kerajaan terpaksa keluarkan duit yang banyak
Positive,"Jika ada akta, kita dapat memberi garis panduan dalam mengelakkan masalah itu daripada berlaku termasuk definisi dan prosedur untuk memproses aduan berkaitan gejala itu"
Positive,Kita kena buat kerja yang berfaedah. Warga Tangga Batu sentiasa di hati
Positive,"Sehubungan itu, kerajaan sudah bersetuju untuk meluluskan peruntukan sebanyak RM3.2 juta bagi menyelesaikan masalah gangguan angin dan ombak kuat yang dialami oleh nelayan di kawasan tambatan bot nelayan jeti Chenang ini"
Positive,"Secara kebetulan sahaja, masa bantuan diberikan dekat nak pilihan raya tetapi jangan kita salah tafsir pula, kata sebab dekat hendak mengundi."
Negative,"pesalah boleh dikenakan tindakan atau hukuman penjara serta denda, sekali gus boleh mengakibatkan kekosongan kerusi seseorang calon yang mana pilihan raya kecil perlu diadakan."
Positive,Pertumbuhan dalam pendapatan buruh mengurangkan kesan terhadap kumpulan isi rumah kategori M40 dan B40
Negative,"Tanpa disedari, walaupun perkara ini terpahat dalam Perlembagaan, tetapi ucapan-ucapan ceramah, pidato dan saya tengok dalam manifesto parti tertentu secara harus ada kena mengena untuk menidakkan Perlembagaan"
Positive,Bagi PAS aset ini perlu dikawal dan kita akui penyelesaian kepada isu 1MDB ini tak boleh selesai dengan hanya kita serah kepada dia (kerajaan)
Negative,ROS tidak bertindak balas apabila kami meminta nasihat
Positive,Tuan-tuan berada di ambang perubahan yang besar dan kita boleh mencapai (perubahan besar) itu dengan syarat kita memberi sokongan padu kepada BN
Positive,Kita sedia hadapi sesiapa jua yang datang ke Bentong kerana kita mempunyai rekod pencapaian baik.
Positive,JBPM amat menekankan kekuatan fizikal dan mental kerana sebagai anggota bomba memerlukan banyak pergerakan.
Negative,segala macam strategi digunakan untuk menjatuhkan maruah dan kredibiliti pihak kerajaan
Positive,Apa yang kita mahu ialah ‘kualiti’ pertumbuhan dan bukan ‘kuantiti’ pertumbuhan
Positive,Prestasinya cemerlang di Johor
Positive,"Pada tahun 2050 nanti, kita perlu ada golongan agropreneur atau usahawan pertanian yang dinamik, kreatif dan mampu menerajui bidang penghasilan makanan. "
Positive,"Tetapi tidak ada tindakan yang diambil, jadi saya selaku ahli Parlimen dari Sabah kerajaan persekutuan sudah membuat kesalahan, kami mahu minta ganti balik RM8 bilion ini."
Negative,"SPR menyeru agar setiap calon atau parti politik yang bertanding supaya tidak berkempen dengan cara yang boleh menimbulkan hasutan, permusuhan, mengembangkan perasaan jahat dan sebagainya"
Negative,"Jika pembangkang di negara ini berseterusan bersikap destruktif, saya percaya tidak ada satu kebaikan yang dilakukan oleh kerajaan akan disokong oleh mereka kerana usaha mereka hanyalah membangkang sahaja"
Positive,menarik sokongan penduduk luar bandar yang terdiri daripada pelbagai kaum.
Negative,persoal tujuan lawat kubur
Negative,Jadi kalau bagi kumpulan tertentu nanti orang lain ambil kesempatan
Negative,tahu memang sukar hendak mengasingkan kanak-kanak kerana memang sifat mereka suka bermain bersama-sama
Positive,"Saya tandatangani kerana kita perlu ingatkan mereka yang kaya, wang tak boleh beli undang-undang"
Positive,"Selain itu, Muslimat Pas juga ingin mencadangkan agar pihak pengusaha dan persatuan berbincang secara lebih mendalam berkenaan isu pelanggaran hak Muslim yang bekerja di hotel yang mengakibatkan polemik yang terjadi sebelum ini"
Positive,"Tapi kejadian ini melibatkan keselamatan jalan raya, jadi MIROS akan terlibat"
Negative,Puncanya tidak dapat dipastikan sama ada mereka kekurangan atau ketiadaan calon berwibawa yang berupaya membawa cabaran
Positive,Kita perlu memastikan pasaran modal Malaysia kekal berdaya saing
Positive,"Satu perkara yang tidak harus dikompromikan oleh orang Bumiputera Islam ialah asas perlembagaan iaitu Islam agama persekutuan, Bahasa Melayu bahasa kebangsaan, kedaulatan raja-raja Melayu, hak istimewa dan hak kerakyatan."
Negative,Ia juga menambah beban pekerja pembersihan untuk membuang sampah yang tersangkut di jaring
Positive,PBS juga akan bekerja keras untuk terus mempertahan kesemua 13 kerusi diperuntukkan kepada parti
Negative,namun di pihak sana telah meletak batu pemisah dan berterusan membuat serangan dengan melabel kita dengan pelbagai gelaran
Positive,Terdapat kumpulan Penyelidikan dan Pembangunan (R&D) bersama antara China dan Jerman yang membangunkan standard bagi pembuatan kepintaran
Positive,Justeru saya putuskan untuk kekal di sini dan mendepani cabaran
Negative,Kerajaan percaya Melayu akan sokong mereka kerana mereka kata Melayu ini mudah dibeli
Positive,Ikatan akan bantu PAS dan calon-calon GS nanti.
Positive,kelihatan sikap asean yang berasaskan konsep tidak campur tangan telah mengizinkan pemerintahan tentera di dua buah negara asean tanpa memberi komentar supaya perkara itu hanya untuk tempoh sementara
Positive,Petronas telah dapat menjangkau dan berhubung dengan penonton kami dengan mesej yang memberi tumpuan kepada nilai-nilai sejagat yang boleh dikaitkan dengan kita semua
Positive,Tetapi saya berpendapat lebih baik jika perdana menteri tidak pegang jawatan menteri kewangan
Positive,"mungkin daripada segi dasar kerajaan mahu buat pengkhususan dalam aspek hukuman atau dalam aspek bayaran pampasan, itu semua kita kena kaji"
Positive,Peguam juga yang kaya tetapi apa yang lebih penting kepada saya ialah membuktikan kepada mereka (pembangkang) bahawa kita boleh selesaikan segala isu berkaitan 1MDB ini
Negative,Kita tidak nafikan pembinaan itu tidak mengikuti pelan aspek keselamatan bangunan yang ditetapkan
Positive,"Ini berlaku walaupun sudah berulang kali saya katakan tiada satu sen pun dibayar kepada kontraktor, dan tiada seinci pun tanah diberikan untuk projek dasar laut itu"
Positive,Itu bukan cara betul
Positive,Tindakan pantas akan memberikan impak dan meningkatkan keyakina orang ramai kepada perkhidmatan polis
Positive,berterima kasih kepada pihak yang menularkan video terbabit kerana dalam sehari produknya yang membantu menurunkan berat badan habis terjual
Positive,Hari ini juga perdana menteri telah bersetuju untuk menaikkan kadar elaun kepada anggota bantuan bomba daripada RM6 kepada RM8 sejam. 
Positive,Saya berpegang teguh kepada kenyataan awal saya berkenaan dengan hal ini.
Positive,"Jika ada perbezaan, bincang secara dalaman"
Negative,terdapat segelintir penyokong membantah keputusan pucuk kepemimpinan parti
Negative,Tindakan Speaker tidak membenarkan usul dan soalan-soalan berkenaan skandal 1MDB dibentangkan atau ditanya memberi tanggapan bahawa beliau menjadi sekutu untuk menutup skandal rasuah
Positive,"Selain itu, majikan yang disenarai hitam juga membabitkan mereka yang terbabit dalam apa juga jenayah yang tidak memungkinkan mereka mengambil pekerja asing lagi, bukan hanya terhad kepada pembantu rumah"
Negative,Ini jelas menunjukkan mereka tak konsisten dan ia (dakwaan negatif) sengaja dicetuskan semata-mata untuk membangkitkan kemarahan masyarakat
Negative,Tiada penguatkuasaan dijalankan untuk memastikan semua syarikat membayar gaji minimum
Positive,"Kerajaan juga memberikan geran RM5,000 untuk mereka berhijrah kepada ‘e-hailing"
Negative,Biasanya cuma janji saja tapi tak pernah buat pun
Positive,ini sekali gus membuktikan malaysia berkembang pantas di rantau ini katanya
Positive,Sesiapa (calon) yang tidak tersenarai pun buatlah kerja... Kita sudah lama bekerja dan kita berhak menang
Positive,Tiada usaha sabotaj perlu dilakukan mana-mana pihak
Positive,Beliau ada keinginan untuk membetulkan kesilapannya dan itu boleh dianggap caranya bertaubat
Negative,"Apabila dokumen tidak sah, menyebabkan apabila kelahiran berlaku anak-anak tidak dapat didaftarkan. "
Positive,Tapi sekarang saya nampak mereka yang kini menegur pelancong dahulu.
Positive,"Sebelum nak suruh Kelantan berterima kasih kepada pusat, belajarlah berterima kasih dulu pada Kelantan"
Positive,justeru dengan mengambil semangat tahun baru hijrah diharapkan bajet dapat merungkai pelbagai isu ekonomi berasaskan keseimbangan antara ekonomi modal dan ekonomi keperluan rakyat demi kesejahteraan semua pihak
Negative,Ini tidak seharusnya berlaku
Positive,"Tahun ini, lebih 4,500 institusi telah dinilai dalam 48 subjek dan lima Bidang Subjek Luas, menjadikan Ranking Subjek QS 2018 sebagai yang paling komprehensif."
Positive,"Bagaimanapun, seperkara yang ditunjukkan penyokong PAS ialah mereka tidak begitu aktif memuat naik status mengenai parti itu di Facebook atau Twitter"
Negative,Mana ada orang Arab yang terkenal di dunia dalam bidang profesional kerana bahasa Arab sendiri terbantut kemajuannya dalam bidang ilmu.
Positive,Ia akan membantu melahirkan anak-anak murid yang bukan sahaja mempunyai kemahiran untuk berbicara di khalayak ramai tetapi juga berkeyakinan tinggi
Positive,percaya dua menteri ini yang mempunyai latar belakang akademik yang seimbang dan boleh menjadi contoh pembinaan masyarakat Islam yang berkualiti dan terhormat di negara ini.
Negative,Portal berkenaan disaman berikutan laporan yang diterbitkan­nya berhubung dakwaan penduduk Bukit Koman bahawa penggunaan bahan kimia mengandungi sianida bagi aktiviti perlombongan emas di kawasan itu telah menjejaskan kesihatan mereka.
Positive,"Sebab itu kita perlu kerja lebih gigih bukan saja untuk menang kerusi DAP, tapi pada masa sama turut bantu rakan-rakan Harapan."
Positive,"Bila kerajaan kita kuat, baru kita boleh meneruskan usaha membantu rakyat"
Negative,"Orang Melayu yang tidak relevan macam beliau hidupnya umpama burung kakak tua, mengulangi apa yang diarahkan tuan mereka"
Negative,kerajaan tidak lagi boleh diharapkan untuk melindungi mereka
Negative,Peluang pekerjaan makin merosot sehingga ada kalangan mereka yang terlatih dalam bidang jurutera tiada kerja dan terpaksa jual nasi lemak
Negative,"Semalam, kami dengar rampasan kapal layar Equanimity bernilai hampir RM1 bilion didakwa milik ahli perniagaan, Low Taek Jho, di mana jet Bombardier Global 5000 dia disita awal Februari lalu"
Positive,"Sebagai ibu tunggal, kita memberi nilai tambahan kepada mereka yang memohon"
Positive,Bagi saya masalah itu telah selesai
Negative,kerap menghina Islam dan Melayu tetapi ghairah pula mengemis undi demi kuasa
Negative,"orang sebegini dah boleh tembak tapi dalam parti, kena buang pembelot."
Positive,Sebab itu pendidikan penting untuk meningkatkan kemahiran mereka
Positive,"Justeru janganlah mendengar fitnah, janganlah percaya kepada tohmahan dan jangan terperdaya dengan hasutan yang pastinya akan dihambur dan bergentaya­ngan sepanjang kempen bermula pada malam ini"
Positive,Itu yang saya mahu tunjukkan.
Positive,menteri komunikasi dan multimedia datuk seri dr salleh said keruak berkata ekonomi negara telah bertambah baik untuk beberapa ketika dan ini tidak berlaku semalaman
Negative,meniruskan fokusnya kepada 'ketidakadilan semula jadi' media asing terhadap kerajaan tetapi bersikap sebaliknya terhadap pembangkang.
Negative,Ada anasir luar yang intai kita tapi apa penting ialah kita jaga rumah tangga kita.
Positive,Jalan ke syurga bagi anak-anak Islam masa depan adalah dengan pencapaian cemerlang dalam semua bidang ilmu termasuk penguasan Bahasa Inggeris yang baik yang boleh meninggikan martabat orang Islam di negara sendiri.
Negative,"Melalui wang ini kita akan membayar hutang…hasil diperoleh bukan membabitkan sehari dua, sebaliknya akan memakan masa lebih 10 tahun untuk menjana pendapatan daripada pembangunan jangka panjang terbabit."
Positive,"Dalam sejarah perjuangan PAS, kita tidak pernah meminta campur tangan orang luar."
Negative,"PH Johor terkejut dengan berita penangkapan Mazlan Aliman di kediamannya dekat Felda Sungai Ramun, Kulai 1.53 pagi tadi."
Negative,Apa yang berlaku di bahagian dunia lain juga memberi kesan kepada Malaysia
Negative,"Tetapi wujud pula parti kecik yang mahu bertanding di Kelantan, sedangkan parti tersebut tidak punyai ramai ahli"
Negative,Ini bahaya dari segi keselamatan
Negative,Tiada pengumuman terperinci tentang langkah seterusnya yang akan diambil Kajian itu terus terbenam bersama terbenamnya kerajaan
Positive,"Kalau kita tidak bersalah, kenapa kena takut"
Negative,memohon maaf susulan keterlanjuran katanya apabila membuat kenyataan bahawa mangsa tragedi Memali sebagai 'mati katak'.
Negative,"Isu pesawat disabotaj, semua pihak berkaitan termasuk syarikat pemilik pesawat itu sudah memberi kenyataan bahawa tiada unsur sabotaj"
Negative,"Tetapi apabila kita tubuhkan Malaysia, kita tidak menganggap Sabah dan Sarawak sebagai (rakan setara) tetapi seperti negeri yang sama taraf dengan Perlis, Kedah, Kelantan dan lain-lain"
Positive,"Ini bermakna jika mahkamah dihadapkan dengan persoalan sama ada sesuatu akta itu bercanggah dengan Perlembagaan atau pun tidak, ia perlu ditentukan mahkamah itu sendiri"
Positive,Soalan kami amat mudah untuk dijawab jika kita berada dalam kedudukan jujur serta baik. 
Positive,Saya rasa dan percaya parti lain mungkin mempunyai perasaan yang sama
Negative,"Kalau lihat barangan lain juga meningkat, hari ini kita lihat ramai mengeluh"
Negative,kegagalan di pihak syarikat terbabit akan berdepan risiko tahap kepercayaan dan seterusnya sokongan orang ramai semakin terhakis
Negative,Ini menjelaskan mengapa kumpulan itu tidak dapat menerima faedah daripada pertumbuhan pendapatan
Positive,"Hari ini mereka mula terasa bahang tersebut, Pas mula ditolak kerana rakyat telah ada alternatif baharu. "
Positive,"Lima kali tewas, calon Bebas guna logo pen tak serik"
Negative,kedudukan mereka sebagai pihak yang mengkritik pastinya sangat popular dan mudah kerana secara lumrahnya manusia dengan mudah dapat melihat kelemahan dan kekurangan orang lain berbanding segala kebaikan dan manfaat yang telah dicurahkan kepada rakyat.
Negative,a melanggar Akta Perlindungan Data Peribadi 2010.
Positive,Sebab itulah saya sangat bersimpati dengan anak perempuan Anwar dengan apa yang terjadi pada 1998.
